City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,saint-pierre,-21.3393,55.4781,295.13,83,0,2.06,RE,1689613180
343,mil'kovo,55.6078,37.7956,299.42,53,2,0.83,RU,1689613180
344,ponta delgada,37.7333,-25.6667,295.55,60,75,3.09,PT,1689613181
345,ivdel',60.6911,60.4206,290.4,68,47,0.77,RU,1689613181
346,lae,-6.7221,146.9847,297.38,84,41,2.59,PG,1689613181
347,moapa valley,36.5805,-114.4703,312.34,18,11,5.4,US,1689613182
348,hengchun,22.0042,120.7439,301.03,83,98,3.09,TW,1689613182
349,dampit,-8.2116,112.7493,293.62,94,82,1.58,ID,1689613182
350,swift current,50.2834,-107.8014,294.6,52,0,11.32,CA,1689613183
351,totness,5.8833,-56.3167,304.04,57,17,4.31,SR,1689613183
352,diego de almagro,-26.3667,-70.05,297.99,11,0,3.64,CL,1689613183
353,lander,42.833,-108.7307,300.43,46,0,1.54,US,1689612917
354,hong kong,22.2855,114.1577,302.25,89,100,9.39,HK,1689613184
355,chibougamau,49.9168,-74.3659,295.94,64,0,4.78,CA,1689613184
356,mahdia,35.5047,11.0622,308.12,51,0,3.96,TN,1689613185
357,domanic,39.8,29.6167,293.7,62,0,2.47,TR,1689613185
358,san luis de la loma,17.2706,-100.8939,302.72,73,75,2.52,MX,1689613185
359,vila velha,-20.3297,-40.2925,303.12,61,20,3.09,BR,1689613041
